,Name,Entity,Notes,IDN,DNSSEC
0,.miami,アメリカ・マイアミ,[137],不明,Yes
1,.nyc,アメリカ・ニューヨーク市,[138],Spanish[10],Yes
2,.quebec,カナダ・ケベック州,[139],不明,Yes
3,.vegas,アメリカ・ラスベガス・バレー,[140],Yes,Yes
